aileron,elevator,rudder,flaps,slats,speedbrake,throttle,throttle,engine-pump,engine-pump,electric-pump,electric-pump,external-power,APU-generator,latitude-deg,longitude-deg,altitude-ft,roll-deg,pitch-deg,heading-deg,side-slip-deg,airspeed-kt,glideslope,vertical-speed-fps,airspeed-indicator_indicated-speed-kt,altimeter_indicated-altitude-ft,altimeter_pressure-alt-ft,attitude-indicator_indicated-pitch-deg,attitude-indicator_indicated-roll-deg,attitude-indicator_internal-pitch-deg,attitude-indicator_internal-roll-deg,encoder_indicated-altitude-ft,encoder_pressure-alt-ft,gps_indicated-altitude-ft,gps_indicated-ground-speed-kt,gps_indicated-vertical-speed,indicated-heading-deg,magnetic-compass_indicated-heading-deg,slip-skid-ball_indicated-slip-skid,turn-indicator_indicated-turn-rate,vertical-speed-indicator_indicated-speed-fpm,engine_rpm
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183534,-22.60542555,-9999,0,0.424,180.018387,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.215851,0.105229,5.245214,180.011627,0,0,0,0,0,389.088776,1.193444,12,40,0,0,0,0,0,0,0,283.232513,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183573,-22.60542624,146.215744,0.093601,5.271746,180.010666,89.870567,3.014619,-0.046912,-0.000023,0,538.442322,150.546951,12,40,0,0,150.000137,150,146.215744,0.000052,-0.002013,283.232483,344.452362,-0.010979,-0.985256,3365.828857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216095,0.09627,5.242211,180.010864,83.896652,2.735632,0.124843,0.00004,0,510.10733,122.21199,12,40,0,0,120.000145,120,146.216095,0.000109,0.003019,283.232483,304.645813,-0.014634,-1.582221,1673.464111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.21608,0.099081,5.24213,180.011093,76.419365,2.495195,-0.092921,-0.000003,0,481.766022,93.870667,12,40,0,0,90.000145,90,146.21608,0.000089,-0.000168,283.232483,252.085159,-0.01629,-1.94392,-159.086945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216064,0.099206,5.242162,180.011108,75.036453,2.459739,-0.145044,-0.000011,5.888528,478.639923,90.744583,12,40,0,0,90.000145,90,146.216064,0.000086,-0.00104,283.232483,242.924805,-0.016432,-1.988471,-528.672424,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216064,0.099333,5.242201,180.011124,74.116287,2.437478,-0.149621,-0.000017,6.882218,475.998291,88.102943,12,40,0,0,90.000145,90,146.216064,0.000085,-0.00104,283.232483,236.9814,-0.016508,-2.015496,-689.688049,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216064,0.099469,5.242248,180.011139,73.324562,2.419137,-0.142188,-0.000019,7.105715,473.557922,85.662575,12,40,0,0,90.000145,90,146.216064,0.000083,-0.001577,283.232483,231.971024,-0.016583,-2.037246,-800.722778,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216064,0.099641,5.242309,180.011139,72.447151,2.399661,-0.140313,-0.000021,7.205441,470.774719,82.879379,12,40,0,0,90.000145,90,146.216064,0.000081,-0.001677,283.232483,226.534683,-0.016654,-2.059861,-902.215515,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216064,0.099845,5.242386,180.011169,71.480576,2.379204,-0.142572,-0.000023,7.276629,467.701111,79.805763,12,40,0,0,80.000145,80,146.216064,0.00008,-0.001543,283.232483,220.691513,-0.016723,-2.083114,-993.142639,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216064,0.100025,5.242456,180.011185,70.649727,2.362428,-0.143096,-0.000024,7.3239,465.137482,77.242142,12,40,0,0,80.000145,80,146.216064,0.000078,-0.001644,283.232483,215.7939,-0.016792,-2.101829,-1054.856567,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216049,0.100227,5.242536,180.0112,69.729942,2.344701,-0.142835,-0.000024,7.330574,462.304291,74.408943,12,40,0,0,80.000145,80,146.216049,0.000077,-0.00161,283.232483,210.508942,-0.016857,-2.121287,-1114.44812,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216049,0.100398,5.242604,180.011215,68.952888,2.330395,-0.139962,-0.000024,7.313295,459.882965,71.987617,12,40,0,0,70.000145,70,146.216049,0.000075,-0.001811,283.232483,206.157471,-0.016898,-2.136774,-1160.937744,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216049,0.100619,5.242692,180.01123,67.928535,2.312445,-0.140036,-0.000024,7.30209,456.814453,68.919113,12,40,0,0,70.000145,70,146.216049,0.000074,-0.001845,283.232483,200.581177,-0.016958,-2.155965,-1209.998535,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216049,0.100838,5.242781,180.011246,66.88842,2.295245,-0.138458,-0.000023,7.206933,453.761444,65.866112,12,40,0,0,70.000145,70,146.216049,0.000072,-0.001811,283.232483,195.106186,-0.017039,-2.174141,-1252.00647,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216049,0.101052,5.242867,180.011261,65.832909,2.278812,-0.138692,-0.000022,7.328353,450.681854,62.786522,12,40,0,0,70.000145,70,146.216049,0.000071,-0.001811,283.232483,189.743042,-0.017095,-2.191357,-1290.505371,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.101197,5.242926,180.011276,65.093353,2.267894,-0.137667,-0.000022,7.314415,448.546539,60.651184,12,40,0,0,60.000141,60,146.216034,0.00007,-0.001744,283.232483,186.100906,-0.017132,-2.20274,-1314.724121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.101387,5.243002,180.011292,64.096313,2.253929,-0.138419,-0.000021,7.304644,445.750153,57.854809,12,40,0,0,60.000141,60,146.216034,0.000068,-0.001543,283.232483,181.341171,-0.017182,-2.217267,-1341.858643,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.101572,5.243076,180.011307,63.08712,2.240654,-0.136591,-0.000021,7.314478,442.926575,55.031242,12,40,0,0,60.000141,60,146.216034,0.000067,-0.001442,283.232483,176.698257,-0.017232,-2.231084,-1367.578613,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.101752,5.243148,180.011322,62.066174,2.228083,-0.134457,-0.00002,7.323031,440.095947,52.200596,12,40,0,0,50.000141,50,146.216034,0.000065,-0.001442,283.232483,172.179047,-0.01728,-2.244226,-1391.235229,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.101928,5.243218,180.011337,61.033932,2.216226,-0.129553,-0.000018,7.277314,437.261749,49.366405,12,40,0,0,50.000141,50,146.216034,0.000064,-0.001543,283.232483,167.79007,-0.017326,-2.256726,-1412.929932,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.102098,5.243285,180.011353,59.990891,2.205096,-0.129202,-0.000018,7.344241,434.430878,46.535534,12,40,0,0,50.000141,50,146.216034,0.000063,-0.001241,283.232483,163.537415,-0.01737,-2.268615,-1432.638672,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216034,0.102263,5.24335,180.011368,58.937576,2.194704,-0.125658,-0.000017,7.418355,431.595123,43.699783,12,40,0,0,50.000141,50,146.216034,0.000062,-0.001208,283.232483,159.426819,-0.017413,-2.279922,-1450.832153,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.102423,5.243412,180.011383,57.874561,2.18506,-0.122035,-0.000016,7.439608,428.762634,40.867302,12,40,0,0,40.000141,40,146.216019,0.00006,-0.001141,283.232483,155.463623,-0.017454,-2.290678,-1467.428711,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.102578,5.243471,180.011398,56.802444,2.176174,-0.115771,-0.000014,7.379069,425.933472,38.038136,12,40,0,0,40.000141,40,146.216019,0.000059,-0.001208,283.232483,151.65274,-0.017497,-2.300907,-1482.460083,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.102728,5.243528,180.011414,55.721886,2.168056,-0.112935,-0.000014,7.456202,423.09613,35.200779,12,40,0,0,40.000141,40,146.216019,0.000058,-0.001006,283.232483,147.998734,-0.017535,-2.310637,-1496.713989,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.102886,5.243587,180.011429,54.54253,2.160138,-0.10563,-0.000012,7.475029,419.988037,32.092686,12,40,0,0,30.000143,30,146.216019,0.000057,-0.001006,283.232483,144.222,-0.017572,-2.320642,-1512.314941,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.103015,5.243636,180.011429,53.538143,2.154157,-0.099953,-0.000011,7.406167,417.436066,29.54071,12,40,0,0,30.000143,30,146.216019,0.000056,-0.001006,283.232483,141.177399,-0.017613,-2.328693,-1521.288818,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.103151,5.243685,180.011444,52.436424,2.148392,-0.094718,-0.00001,7.479318,414.594513,26.699173,12,40,0,0,30.000143,30,146.216019,0.000055,-0.000805,283.232483,138.017151,-0.017647,-2.337065,-1532.713623,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.103283,5.243733,180.011459,51.329136,2.143425,-0.086262,-0.000009,7.417704,411.753906,23.858555,12,40,0,0,30.000143,30,146.216019,0.000054,-0.000839,283.232483,135.027878,-0.017682,-2.345027,-1543.204346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.10341,5.243778,180.011459,50.217083,2.139262,-0.078305,-0.000008,7.420235,408.917145,21.02179,12,40,0,0,20.000143,20,146.216019,0.000053,-0.000671,283.232483,132.212128,-0.017715,-2.352601,-1552.765747,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542624,146.216019,0.103543,5.243824,180.011475,49.007923,2.135666,-0.06912,-0.000007,7.504209,405.812897,17.917549,12,40,0,0,20.000143,20,146.216019,0.000051,-0.000604,283.232483,129.360031,-0.017746,-2.360388,-1563.622803,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216019,0.103651,5.243861,180.01149,47.981934,2.133367,-0.060339,-0.000006,7.429486,403.246246,15.350889,12,40,0,0,20.000143,20,146.216019,0.00005,-0.000503,283.232483,127.109383,-0.017779,-2.366656,-1569.750122,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.103766,5.243899,180.01149,46.860519,2.131641,-0.050384,-0.000005,7.502735,400.415314,12.519956,12,40,0,0,20.000143,20,146.216003,0.000049,-0.000403,283.232483,124.825493,-0.017809,-2.373172,-1577.19873,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.103894,5.243941,180.011505,45.550453,2.130661,-0.03671,-0.000003,7.45521,397.067383,9.172044,12,40,0,0,10.000142,10,146.216003,0.000048,-0.000403,283.232483,122.388199,-0.017849,-2.380373,-1586.889282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104,5.243975,180.01152,44.427025,2.130709,-0.024394,-0.000002,7.495376,394.260345,6.365013,12,40,0,0,10.000142,10,146.216003,0.000047,-0.000302,283.232483,120.49453,-0.017878,-2.38622,-1592.202271,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104102,5.244006,180.01152,43.304035,2.131575,-0.010568,-0.000001,7.519809,391.435333,3.540003,12,40,0,0,10.000142,10,146.216003,0.000046,-0.000268,283.232483,118.781479,-0.017906,-2.39178,-1597.839478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104201,5.244035,180.011536,42.182346,2.13326,0.00331,0,7.469223,388.600464,0.705117,12,40,0,0,0.000142,0,146.216003,0.000046,-0.000134,283.232483,117.248848,-0.017933,-2.397069,-1603.427734,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104289,5.24406,180.011536,41.156021,2.135521,0.01882,0.000001,7.497145,385.964111,-1.931224,12,40,0,0,0.000142,0,146.216003,0.000045,-0.000067,283.232483,116.001984,-0.01795,-2.401689,-1613.32959,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104373,5.244083,180.011551,40.132133,2.138466,0.035408,0.000003,7.476495,383.580017,-4.315322,12,40,0,0,0.000142,0,146.216003,0.000044,0,283.232483,114.905609,-0.017975,-2.406102,-1613.825806,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104469,5.244109,180.011551,38.926151,2.142824,0.054519,0.000004,7.548095,380.644714,-7.250623,12,40,0,0,0.000142,0,146.216003,0.000043,0.000168,283.232483,113.802658,-0.017997,-2.411063,-1619.058594,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104548,5.244128,180.011566,37.909863,2.14725,0.074632,0.000005,7.550965,378.208527,-9.686822,12,40,0,0,-9.999858,-10,146.216003,0.000042,0.000101,283.232483,113.031158,-0.01802,-2.415056,-1621.291138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.10463,5.244148,180.011566,36.806297,2.152847,0.092971,0.000006,7.504838,375.507355,-12.387978,12,40,0,0,-9.999858,-10,146.216003,0.000041,0.000335,283.232483,112.356888,-0.018042,-2.419207,-1625.233887,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.104723,5.244169,180.011581,35.526558,2.160379,0.124238,0.000008,7.502998,372.30365,-15.591691,12,40,0,0,-9.999858,-10,146.216003,0.00004,0.000268,283.232483,111.788193,-0.01807,-2.423794,-1631.546509,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216003,0.1048,5.244184,180.011581,34.437115,2.167688,0.147058,0.000009,7.488922,369.635193,-18.260151,12,40,0,0,-19.999857,-20,146.216003,0.00004,0.000537,283.232483,111.484749,-0.018091,-2.427519,-1633.502563,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216019,0.104874,5.244198,180.011597,33.35535,2.175776,0.181181,0.00001,7.58197,366.948334,-20.947012,12,40,0,0,-19.999857,-20,146.216019,0.000039,0.000403,283.232483,111.348259,-0.018112,-2.431061,-1636.089355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216019,0.104945,5.24421,180.011597,32.28194,2.184633,0.210653,0.000012,7.600248,364.251617,-23.643732,12,40,0,0,-19.999857,-20,146.216019,0.000038,0.00047,283.232483,111.375687,-0.018131,-2.43443,-1638.890625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216019,0.105014,5.24422,180.011597,31.217524,2.194252,0.234156,0.000012,7.548505,361.548035,-26.347305,12,40,0,0,-19.999857,-20,146.216019,0.000037,0.000772,283.232483,111.563728,-0.01815,-2.437634,-1641.737549,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216019,0.105081,5.244229,180.011612,30.162724,2.204622,0.272089,0.000014,7.603497,358.846405,-29.048937,12,40,0,0,-29.999857,-30,146.216019,0.000037,0.000671,283.232483,111.908829,-0.018168,-2.440682,-1644.313232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216019,0.10513,5.244234,180.011612,29.378281,2.212885,0.29115,0.000015,7.637727,356.787384,-31.10795,12,40,0,0,-29.999857,-30,146.216019,0.000036,0.000872,283.232483,112.268448,-0.01818,-2.44287,-1647.464478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.105847,5.244209,180.011673,19.559345,2.36041,0.544685,0.000004,2.192275,327.638885,-60.256466,12,40,0,0,-59.999859,-60,146.216049,0.000029,0.000268,283.232483,124.384216,-0.018361,-2.465385,-1532.53186,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.105869,5.244211,180.011673,18.500225,2.381816,0.525561,0.000012,6.029112,325.787689,-62.10767,12,40,0,0,-59.999859,-60,146.216049,0.000029,0.000537,283.232483,126.555733,-0.018368,-2.46735,-1488.695557,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.105903,5.244216,180.011673,17.607672,2.400802,0.485853,0.000018,7.163515,323.643585,-64.251747,12,40,0,0,-59.999859,-60,146.216049,0.000028,0.000805,283.232483,128.519241,-0.018375,-2.468946,-1477.960449,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.105953,5.244223,180.011688,16.72928,2.420362,0.458593,0.000022,7.548492,321.137756,-66.757576,12,40,0,0,-59.999859,-60,146.216049,0.000028,0.00104,283.232483,130.571045,-0.018383,-2.470464,-1483.713379,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.106017,5.244232,180.011688,15.865103,2.440483,0.448881,0.000026,7.685388,318.504608,-69.390739,12,40,0,0,-69.999855,-70,146.216049,0.000027,0.001208,283.232483,132.705307,-0.018392,-2.471907,-1494.543701,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.10609,5.244241,180.011688,15.015182,2.461151,0.44875,0.000029,7.739145,315.826599,-72.068748,12,40,0,0,-69.999855,-70,146.216049,0.000027,0.001409,283.232483,134.916183,-0.018402,-2.47328,-1506.465332,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216049,0.106171,5.244248,180.011703,14.179541,2.482353,0.453692,0.000031,7.764195,313.132813,-74.762543,12,40,0,0,-69.999855,-70,146.216049,0.000026,0.00151,283.232483,137.197769,-0.018413,-2.474586,-1518.144287,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216064,0.106257,5.244254,180.011703,13.358176,2.504074,0.460902,0.000034,7.779259,310.433441,-77.461906,12,40,0,0,-79.999855,-80,146.216064,0.000026,0.001711,283.232483,139.544144,-0.018425,-2.475828,-1529.170654,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.99183572,-22.60542625,146.216064,0.106347,5.244257,180.011719,12.551059,2.526302,0.469231,0.000036,7.79087,307.732117,-80.163239,12,40,0,0,-79.999855,-80,146.216064,0.000025,0.001744,283.232483,141.949371,-0.018437,-2.477009,-1539.451172,0
